huc_6,n,huc_pca_ratio,pca_huc_ratio
100301,p20,0.016560766,0.007239445
51201,p80,0.00044936,0.00073686
101201,p32,0.34168997,0.633697915
101201,p24,0.240270452,0.129272671
101201,p38,0.229658502,0.057406517
101201,p23,0.160501759,0.270689616
101201,p39,0.027879317,0.02419652
120701,p64,0.481176626,0.135946382
120701,p67,0.087281687,0.153198517
120701,p63,0.431541687,0.062481997
90100,p37,0.7254515,0.169319749
90100,p36,0.2745485,0.071935719
50500,p118,0.250461668,0.254860367
50500,p92,9.59E-06,2.79E-06
50500,p99,2.24E-05,1.07E-05
50500,p117,0.291883723,0.506215962
50500,p97,0.061548067,0.038172558
50500,p116,0.396074595,0.282595845
30901,p102,0.012610795,0.006247006
30901,p101,0.987389205,0.098895805
20600,p122,0.016883904,0.002189905
180200,p6,0.000646734,0.000262905
180200,p7,0.093679572,0.022765539
160402,p12,0.91342495,0.10443
160402,p8,0.017304925,0.013275485
140100,p33,0.986682049,0.204068122
140100,p25,0.002460175,0.000337899
70900,p76,0.115282523,0.1269693
70900,p81,0.089572437,0.036862476
103001,p55,0.009404196,0.005754032
103001,p54,0.546788203,0.291498274
101202,p23,0.537124489,0.385802399
103001,p53,0.018109429,0.002569531
110902,p48,0.00621766,0.001221744
110902,p50,0.984918349,0.128434756
110902,p51,0.008863991,0.005139413
110701,p53,0.531695007,0.070840133
110701,p51,0.468304993,0.326690209
80500,p85,0.253680113,0.034579265
80500,p58,0.046904937,0.006233341
80500,p86,0.69941495,0.538722953
40700,p103,1,0.161003068
120602,p63,1,0.133918783
80202,p85,0.489220853,0.114884697
80202,p73,0.075521207,0.132105683
80202,p84,0.325648385,0.236604383
80202,p72,0.109609554,0.064821565
180201,p9,0.990726552,0.270917125
180201,p8,0.009273448,0.012221026
101202,p32,0.269918766,0.213197102
101202,p35,0.011549927,0.003471729
101202,p38,0.181406818,0.019312142
80602,p86,0.001123679,0.001043447
80602,p87,0.923929375,0.168654354
31403,p90,0.904175901,0.129362682
31403,p91,0.095824099,0.052840069
120402,p64,4.72E-07,5.61E-08
101500,p24,0.038425201,0.017432814
101500,p38,0.122003774,0.025715616
101500,p39,0.312420028,0.228641275
20802,p118,0.191128216,0.160544829
20802,p99,0.792256802,0.314432284
20802,p100,0.009209188,0.049550231
20802,p116,0.007405794,0.004361852
71100,p81,0.188311137,0.071561731
71100,p71,0.471725125,0.825723051
71100,p72,0.29861349,0.195076156
71100,p70,0.041350248,0.015402036
80601,p58,0.135593657,0.002354879
80601,p86,0.167218725,0.016832255
80601,p87,0.697187619,0.013795498
170702,p7,0.00355806,0.000892644
170702,p5,0.99644194,0.170054627
80401,p85,0.667316158,0.092740639
120402,p58,0.051784721,0.004320486
120402,p67,0.487483157,0.359836973
120402,p66,0.46073165,0.114083744
100901,p18,0.124075024,0.013021778
100901,p35,0.206974575,0.046496157
100901,p20,0.370264372,0.082289106
100901,p22,0.298632583,0.240934196
100901,p21,5.34E-05,5.84E-06
110400,p34,0.252019265,0.053598949
110400,p53,0.305910317,0.059593358
110400,p50,0.019046893,0.004369347
110400,p31,0.082579467,0.009909728
110400,p52,0.244415176,0.14287028
110400,p49,0.096028882,0.202262682
20801,p123,0.175027341,0.183610765
20801,p99,0.640358111,0.206836883
20801,p125,0.065002378,0.265787253
20801,p124,0.04030196,0.566151433
20801,p100,0.079310209,0.347294072
120904,p64,0.174527815,0.011260721
120904,p65,0.508366579,0.022842195
120904,p67,0.317105606,0.127108258
80902,p58,0.999999999,0.061320401
31401,p90,0.269282483,0.050010004
140100,p26,2.37E-06,1.76E-06
80901,p58,0.99999998,0.006958773
150301,p10,0.324871922,0.058872088
150301,p28,0.383212941,0.057283104
150301,p13,0.07609104,0.110769714
150301,p27,0.215824097,0.188681934
111202,p48,0.644229513,0.036825123
111202,p50,0.355770487,0.013495922
20402,p122,0.498444136,0.088658397
80203,p84,0.009407855,0.004083044
101402,p32,0.040875444,0.044400752
101402,p40,0.002926201,0.000573405
101402,p38,0.792908307,0.116085887
101402,p39,0.163290048,0.083005769
31700,p90,0.074939937,0.028323157
31700,p88,0.013613304,0.012038141
31700,p87,0.909147381,0.291348634
31700,p89,0.002299378,0.001172326
20402,p123,0.001359393,0.001043322
31300,p91,0.086089059,0.225275169
171200,p12,0.040569045,0.006900635
171200,p8,0.002490145,0.002842152
171200,p6,0.009983623,0.009210677
171200,p7,0.916594073,0.505521529
171200,p5,0.030363114,0.011391489
170502,p15,0.160269478,0.012124736
170502,p7,0.759830043,0.098822499
170502,p5,0.079900479,0.007069038
103001,p72,0.425698172,0.241542387
50301,p122,0.165841674,0.032608699
50301,p115,0.296206778,0.332931881
50301,p111,0.277516776,0.226984269
50301,p112,0.157064179,0.038044349
50301,p116,0.103370593,0.040073556
103002,p72,1,0.103069829
40302,p76,0.798264032,0.528742446
40302,p75,0.201735968,0.106808963
20700,p118,8.14E-06,9.70E-06
20700,p120,0.063142967,0.748000529
20700,p122,0.047278874,0.020032901
20700,p123,0.124889335,0.228334861
20700,p99,0.315775657,0.177761759
20700,p121,0.125726589,0.811999983
20700,p100,0.079032648,0.603155697
20700,p116,0.244145788,0.203960955
70400,p76,0.011540232,0.012528785
101500,p40,0.527150997,0.148716661
171003,p9,0.006007319,0.001039236
111301,p48,0.109888498,0.018165466
111301,p50,0.153785921,0.016870965
111301,p60,0.694236665,0.187447651
111301,p63,0.042088916,0.004430165
100402,p18,0.096612685,0.017782044
100402,p19,0.084013899,0.080394854
100402,p20,0.819373415,0.319355134
70400,p69,0.00041664,0.000598493
171003,p5,0.009327367,0.002556159
170401,p16,0.217297471,0.057726879
170401,p21,0.782702529,0.090490368
80903,p58,0.999999999,0.112435668
50901,p110,0.157095209,0.131406281
50901,p109,0.161718411,0.028425859
50901,p117,0.182624465,0.093951526
50901,p112,0.498561915,0.065929374
170102,p18,0.027760445,0.013429385
170102,p15,0.000111538,5.12E-05
170102,p3,0.052851731,0.062650286
170102,p14,0.086431246,0.279409496
170102,p17,0.83284504,0.557804139
160401,p12,1,0.165165311
171003,p8,0.007129044,0.005943585
171003,p6,0.977536271,0.658765703
120902,p61,0.064374784,0.010618346
120902,p63,0.066282556,0.010021037
140500,p24,0.114707046,0.048174967
140500,p33,0.728030466,0.202940649
140500,p25,0.000620033,0.000114778
140500,p26,0.093809124,0.093763452
140500,p21,0.062833331,0.016842521
41401,p127,1,0.035099144
121003,p64,0.253663978,0.038008954
121003,p65,0.746336022,0.077879081
130402,p61,1,0.247911645
111102,p85,0.5429694,0.117201387
111102,p56,0.4570306,0.267795008
111001,p53,0.000245361,3.18E-05
111001,p48,0.448370614,0.102970177
111001,p31,0.094158673,0.007506906
111001,p52,0.003467205,0.001346493
111001,p49,0.453758146,0.634964249
150803,p28,0.896753102,0.020294614
150803,p31,0.103246898,0.001837761
120100,p57,0.163795397,0.278217495
120100,p58,0.243426267,0.060125657
120100,p66,0.274724935,0.201388774
120100,p63,0.318053401,0.057333491
100700,p18,0.588522695,0.165097355
100700,p20,0.177982342,0.105730024
100700,p21,0.233494963,0.068216928
51401,p107,0.317540624,0.120607611
10200,p134,1,0.264668102
51202,p106,0.065999887,1
51202,p105,0.186782709,0.117709832
51202,p107,0.747217404,0.570024962
40203,p43,0.999999711,5.00E-05
150801,p28,0.098000305,0.003626655
150801,p30,0.901999695,0.255628613
31002,p101,0.999999999,0.141018572
111201,p47,0.08658753,0.031483297
111201,p48,0.691649852,0.154828078
120901,p60,0.006090652,0.004354017
20302,p133,1.87E-05,2.26E-05
50600,p109,2.07E-07,6.51E-08
50600,p112,0.850052095,0.201479658
50600,p113,0.149947698,0.28677288
10400,p134,0.795082501,0.086349281
10400,p130,0.204917499,0.077997114
160101,p16,0.077314327,0.010158111
160101,p25,9.77E-05,3.86E-06
160101,p26,0.393583023,0.083915662
160101,p21,0.529004986,0.03024788
40102,p46,0.019695785,0.00366061
40102,p43,0.980304215,0.076656996
111302,p50,0.434988485,0.091706518
111302,p60,0.265143103,0.137578919
111302,p63,0.299868413,0.060657141
170402,p12,0.051178045,0.015060031
170402,p18,1.98E-05,1.16E-05
170402,p16,0.556495181,0.779477313
170402,p15,0.358234919,0.198820221
170402,p25,0.012762713,0.005372698
170402,p21,0.021288213,0.012976677
170402,p17,2.11E-05,1.71E-05
30203,p98,0.999999996,0.039409388
