huc_8,n,huc_pca_ratio,pca_huc_ratio
4150309,p127,0.999999994,0.004684428
4150310,p127,0.999999999,0.004747928
4150401,p129,0.541321854,0.03870607
4150401,p127,0.458678146,0.006649193
4150402,p129,1,0.098101627
5100101,p109,0.999855623,0.134400163
5100102,p109,1,0.044856848
7050001,p46,1,0.096347519
7050002,p46,0.684771985,0.040227807
12090103,p61,0.317654512,0.017081039
12090110,p63,0.544924533,0.008017582
12090201,p64,0.601746504,0.027303631
12090201,p63,0.398253496,0.009260521
12090202,p64,0.44574477,0.014634164
12100203,p64,1,0.048553832
13040202,p61,1,0.0311921
13040203,p61,0.999999999,0.011819029
13040204,p61,1,0.021987058
13040205,p61,1,0.020763764
13040206,p61,1,0.026227303
13040207,p61,1,0.017447942
13040208,p61,0.999999999,0.014018553
13040209,p61,1,0.020449969
13040210,p61,1,0.017657443
7050002,p74,0.000316167,3.10E-05
7050006,p46,0.985056703,0.043422036
7090004,p80,0.09049049,0.005439692
7090004,p78,0.90950951,0.271366376
7090005,p81,0.11727772,0.009587268
7090005,p80,0.876318556,0.150208643
7130003,p82,0.392589695,0.170972449
8050001,p85,0.267580538,0.019888929
8050001,p58,0.067263815,0.00487429
8050001,p86,0.665155647,0.279371046
8050002,p85,0.560622434,0.014690336
8050002,p86,0.437792809,0.064823296
10030101,p18,0.537204839,0.034935491
10030101,p17,0.462795161,0.041668088
10030102,p18,0.999245241,0.050460746
10050015,p19,0.986370044,0.086218639
10050016,p19,1,0.07324916
13040211,p61,1,0.016071087
13040212,p61,0.999999999,0.007321887
13040301,p61,0.985987303,0.052046331
13040302,p61,1,0.017415134
13060001,p31,0.993275299,0.034516319
10070002,p21,0.001032342,6.19E-05
10080002,p21,1,0.02254865
10080003,p21,1,0.016241067
10080004,p21,1,0.014866529
10080005,p24,0.101329902,0.005474934
10080005,p21,0.898670098,0.030990403
10080006,p24,0.342039019,0.009274581
10080006,p21,0.657960981,0.011386873
10080007,p21,1,0.070203742
10080008,p24,0.027840818,0.001774793
10080008,p22,0.033271125,0.009992096
10080008,p21,0.938888057,0.038200171
10080009,p21,1,0.023240962
10080010,p18,0.306202745,0.010709314
10080010,p22,0.000148393,3.99E-05
10080010,p21,0.693648862,0.025265622
10080011,p21,1,0.008811657
10080012,p21,1,0.017260276
10080013,p21,1,0.013152833
10080014,p18,0.175561686,0.005059831
10080014,p21,0.824438314,0.024745838
10090204,p22,0.242413573,0.029179095
10090205,p22,1,0.142527488
10090206,p22,0.999961473,0.172199581
10090206,p21,3.85E-05,8.99E-07
10110202,p35,0.959799723,0.047602728
10110202,p38,0.023875678,0.000419389
10110203,p36,0.96658202,0.063066005
10110203,p35,0.03341798,0.003017288
10110204,p36,0.468927055,0.012274033
10110204,p35,0.531072945,0.019236058
10240011,p53,0.495668853,0.008372128
10240011,p54,0.504331147,0.032005727
11030011,p53,1,0.015515971
11030012,p53,1,0.02305238
11030013,p53,1,0.01470617
11030014,p53,1,0.017236481
11030015,p53,1,0.013135369
11030016,p53,1,0.006625327
11030017,p53,1,0.015723099
11030018,p53,1,0.016632181
11040001,p34,0.387513893,0.01150217
11040001,p31,0.588098651,0.009849401
11040002,p34,0.307002071,0.008960356
11040004,p34,0.625547039,0.008428859
11040004,p52,0.374452961,0.013867471
11040005,p34,0.517703993,0.017442398
11040005,p52,0.482296007,0.044661114
11040006,p53,0.410525427,0.011524594
11040006,p52,0.381971109,0.032175558
11040006,p49,0.207503464,0.062982671
11040007,p53,0.983520518,0.023030411
11040007,p52,0.008697989,0.000611149
11070205,p53,0.996396677,0.023011651
11070206,p56,0.024267444,0.001541467
11070206,p53,0.053646514,0.000790539
11090102,p48,0.388988755,0.016782684
13060002,p31,1,0.010282236
13060003,p47,0.256428641,0.050391588
13060003,p31,0.743571359,0.031230508
13060004,p47,0.738749933,0.027798334
13060004,p31,0.261250067,0.00210108
13060005,p47,0.328219214,0.028692215
13060005,p31,0.671780786,0.012551411
14060004,p26,0.994786631,0.087324951
14060005,p25,0.481324857,0.013076248
14060005,p26,0.518675143,0.076082827
14060006,p25,0.378123953,0.005035742
14060006,p26,0.621876047,0.044717701
14060007,p25,0.949053672,0.024995882
14060007,p26,0.050946328,0.007244976
14060008,p25,1,0.026071321
14060009,p25,1,0.033968019
14070001,p25,1,0.039922323
14070002,p25,1,0.021651841
14070003,p25,1,0.027642961
14070004,p25,1,0.011770276
14070005,p25,1,0.028285873
14070006,p28,0.486102472,0.018117352
14070006,p25,0.513897528,0.021068441
14070007,p28,0.269250556,0.004850089
14070007,p25,0.730749444,0.0144794
14080101,p34,0.47383446,0.02876095
14080101,p31,0.52616554,0.018020471
14080102,p34,1,0.011966051
14080103,p31,1,0.017107994
14080104,p34,0.835414592,0.020243051
14080104,p31,0.164585408,0.002250258
14080105,p34,0.221322934,0.007615494
14080201,p25,0.796408486,0.022174551
14080202,p34,0.893848728,0.011337412
14080202,p25,0.106151272,0.001062495
14080203,p34,0.318979369,0.00659678
14080203,p25,0.681020631,0.011114288
14080204,p28,0.120755039,0.0062823
15070203,p30,0.549982861,0.087987489
15080101,p28,0.006243558,0.000166687
15080101,p30,0.993756441,0.203177048
15080102,p30,0.990628145,0.034611301
15080103,p28,0.594629733,0.003417211
17040221,p15,1,0.022483634
17050101,p16,0.032415518,0.003134926
17050101,p15,0.967584482,0.037077782
17050102,p12,0.236922677,0.007810611
17060107,p14,0.000172366,3.26E-05
17060108,p14,0.226579738,0.068294423
17060109,p3,0.979055545,0.044479058
17060109,p14,0.020944455,0.002594919
17060110,p2,0.428459516,0.01234714
17060110,p3,0.571540484,0.019700588
17060201,p15,1,0.044624991
17060202,p15,1,0.015284491
17060203,p15,0.999912552,0.033529294
17060203,p17,8.74E-05,4.28E-06
17060204,p15,0.999277383,0.023200926
17060204,p17,0.000722617,2.45E-05
17060205,p15,1,0.027641273
17060206,p15,1,0.025317466
17060207,p15,0.999959369,0.031520694
17060208,p15,1,0.024117194
17060209,p15,0.876174111,0.019033337
17060209,p14,0.123825889,0.018957042
17060210,p15,1,0.01061614
17100306,p6,0.999999999,0.024815024
17100307,p6,1,0.085489932
17100308,p6,1,0.046687557
17100309,p8,0.117771343,0.005941265
17100309,p6,0.882228657,0.035975046
17100310,p6,1,0.047997413
18010208,p8,0.999811579,0.053304243
18010209,p9,0.489856813,0.01019338
18010209,p8,0.507392774,0.050883513
3010103,p97,0.439818638,0.045776086
3010104,p99,0.442480483,0.022300724
3010104,p97,0.048983764,0.003184661
3010104,p98,0.508535752,0.022047679
3010105,p99,1,0.023424436
3010106,p99,0.569811617,0.01323739
3010106,p98,0.430188383,0.008596987
3010107,p98,1,0.044062377
3010201,p99,0.99933246,0.067596919
3040201,p97,0.084331963,0.010811663
3040201,p96,0.808669353,0.08923152
3040201,p98,0.106998684,0.00914764
3040202,p95,0.137138592,0.024208366
3040202,p97,0.018520926,0.001325257
3040202,p96,0.844340482,0.051999831
3040203,p96,0.069445379,0.005304851
3040203,p98,0.930554621,0.05507507
3040204,p96,0.712529115,0.042471774
3040204,p98,0.287470885,0.013276237
3050208,p96,0.999999999,0.037678414
3050209,p96,0.999999996,0.00822167
3050210,p96,0.99999999,0.002167257
3060101,p95,0.903957958,0.116084679
3060101,p97,0.096042042,0.004999419
3060102,p95,0.343493022,0.042460029
3060102,p94,0.582937401,0.009805295
3060102,p97,0.073569576,0.003686312
3060103,p95,0.506982516,0.116477951
3060103,p94,0.366836835,0.011468327
3060103,p96,0.126180648,0.010113978
3060104,p94,1,0.025556107
3060105,p94,1,0.013055259
3060106,p94,0.4435798,0.013830088
3060106,p96,0.5564202,0.044479328
3060107,p95,0.208189344,0.019247475
3120002,p94,1,0.015756698
3120003,p94,0.159799626,0.004202575
3120003,p101,0.840200374,0.031945596
3130001,p94,1,0.026952931
3130002,p90,0.184097466,0.018869482
3130002,p94,0.815902534,0.042169223
3130003,p90,0.503082964,0.048109327
3130003,p94,0.496917036,0.023961759
3130004,p90,0.465160473,0.019509707
3130004,p94,0.388988111,0.008226771
3130004,p101,8.99E-07,2.75E-08
3130004,p91,0.145850516,0.023576996
3130005,p94,1,0.044699926
3130006,p94,1,0.026485671
3130007,p94,1,0.018715417
3130008,p94,0.999962002,0.021660889
3090202,p101,0.284732632,0.030305318
1010002,p134,1,0.038029849
1010003,p134,1,0.027397958
3090203,p102,0.016248782,0.000218369
3090203,p101,0.983751183,0.002673104
2080101,p124,0.999999555,4.34E-06
2080102,p99,0.999999995,0.020849189
2080103,p99,0.580782085,0.035490126
2080103,p100,0.419217915,0.347294072
2080104,p99,0.999999999,0.040793867
2080105,p99,1,0.035757336
2080106,p99,1,0.057774814
2080111,p123,0.574467724,0.063013752
2080111,p125,0.041129067,0.017584548
2080111,p124,0.384403207,0.564639043
2080201,p118,0.370872462,0.068141517
3130008,p101,3.43E-05,1.07E-06
3130009,p94,1,0.018766445
3130010,p94,1,0.013406963
2030102,p132,0.005431136,0.000186463
2030103,p126,0.814208436,0.122270799
2030104,p127,0.165894861,0.0014209
2030104,p126,0.834105136,0.044902193
2030105,p126,1,0.146448218
2030201,p128,0.973267291,0.184623958
2030202,p127,0.091522832,0.002080778
2030203,p127,0.044111798,8.41E-06
2030203,p132,0.953163087,0.001732475
2040105,p126,0.652345976,0.117532382
2040106,p122,1,0.04023038
2040201,p122,0.532936274,0.00856147
2040201,p126,0.467063726,0.033659873
2040202,p122,0.347643329,0.011824895
2040304,p124,0.969007954,0.331360817
2050101,p122,0.121172957,0.008193278
2050101,p127,0.878827043,0.042413353
2050102,p127,1,0.033893346
2050103,p122,0.134432842,0.004149352
2050103,p127,0.865567158,0.019068779
2050104,p119,0.032893502,0.010534511
2050104,p122,0.45251649,0.018506356
2050104,p127,0.514590008,0.015020868
2050105,p122,0.149430468,0.005349806
2050105,p127,0.850569532,0.021734813
2050106,p122,1,0.059220023
4100002,p103,0.975084528,0.023954174
4100002,p111,0.024915472,0.003255143
4100003,p103,0.229904457,0.00580998
4100003,p105,0.552165914,0.031168969
4100003,p112,0.217929629,0.008673853
4100004,p105,0.480161515,0.019664358
4100004,p112,0.519838485,0.015010798
4100005,p105,0.508043939,0.010158737
4100005,p112,0.491956061,0.006935978
4150403,p129,1,0.110590136
4150404,p127,1,0.010857674
4150405,p129,1,0.075025013
2050204,p122,0.001706226,3.90E-05
3010103,p118,0.452469611,0.077264258
3010103,p99,0.102572895,0.008275828
3090204,p101,0.981160678,0.06561164
3090205,p101,0.987732617,0.033489028
3090206,p102,0.983437338,0.334843195
3090206,p101,0.016562661,0.00114021
3100101,p101,1,0.057333452
3100102,p101,1,0.014715022
3100103,p101,0.999999995,0.008018743
3100201,p101,0.999999996,0.008419033
3100202,p101,1,0.008915061
3100203,p101,1,0.005563632
3100204,p101,1,0.010359222
4060104,p103,1,0.018374821
4060105,p103,1,0.038523402
4060106,p103,0.825524824,0.028064535
4060106,p74,0.174475176,0.021371744
4060107,p103,0.999999999,0.012762239
4070001,p103,0.999999998,0.015879401
4070002,p103,0.999999999,0.015313017
4070003,p103,0.999999999,0.019031241
4070004,p103,1,0.020660557
4070005,p103,1,0.013865636
4070006,p103,1,0.028892169
4070007,p103,1,0.047361046
4080101,p103,1,0.02367686
4080102,p103,1,0.011196579
4080103,p103,1,0.020790245
4080104,p103,0.999999999,0.012100906
4080201,p103,1,0.033449234
4080202,p103,1,0.02370096
4080203,p103,1,0.029249196
4080204,p103,1,0.030746339
4080205,p103,1,0.020980056
4080206,p103,1,0.00580276
4090001,p103,1,0.026869749
4090002,p103,0.999999996,0.005285193
4090003,p103,1,0.018420211
4090004,p103,0.999999999,0.014694238
4090005,p103,1,0.021220444
4100001,p103,0.789244794,0.012684081
4100001,p111,0.210755205,0.018013064
4150406,p127,1,0.012931488
4150407,p129,1,0.062759696
4150408,p129,0.368735719,0.096813292
4150408,p127,0.631264281,0.033602253
5010003,p122,0.972390389,0.048383848
5010003,p115,0.014068344,0.004001505
5010004,p122,0.909778438,0.033237926
5010004,p127,0.090221562,0.002352642
5010005,p119,0.430982451,0.124507063
5010005,p122,0.569017549,0.020991444
5010006,p122,0.648676304,0.032270544
5010006,p115,0.351184826,0.099869893
5010007,p122,0.892071625,0.036177275
5010007,p115,0.107928375,0.025020291
5110002,p93,0.621574069,0.142915046
5110003,p108,0.41918883,0.077703667
5110003,p93,0.58081117,0.060585741
5110004,p108,0.862888835,0.168252618
5110004,p109,0.133312176,0.006971364
5110005,p108,1,0.166507791
5110006,p108,0.699119034,0.100537441
5110006,p93,0.300880966,0.02434866
5120101,p105,0.815921029,0.068786837
5120101,p112,0.184078971,0.010942192
5120102,p105,1,0.028912804
5120103,p105,0.962713798,0.040579534
5120103,p112,0.037286202,0.001108156
5120104,p105,1,0.04211011
5120105,p105,1,0.034534537
5120106,p105,1,0.100636634
5120109,p80,0.00651101,0.00073686
5120109,p83,0.89836025,0.095757831
5120109,p105,0.09512874,0.007030939
5120110,p105,1,0.041878059
5120111,p83,0.446042721,0.067346109
5120111,p105,0.230836431,0.024166748
5120111,p107,0.323120848,0.0409496
5120112,p83,1,0.181335132
5120113,p81,0.106069466,0.005243612
5120113,p83,0.386547453,0.037738428
5120113,p107,0.507383081,0.041578192
5120202,p107,1,0.104557972
5120203,p105,0.532505968,0.033203503
5120203,p107,0.467494032,0.035286316
5120204,p106,0.043308389,0.062643341
5120204,p105,0.235675195,0.014178687
5120204,p107,0.721016415,0.052509528
7140107,p72,0.301733737,0.023313488
5120205,p105,7.79E-06,2.41E-07
5120205,p107,0.99999221,0.037369668
5120206,p107,1,0.05073041
5120207,p107,1,0.071260812
5120208,p107,1,0.126761417
5120209,p107,1,0.053842849
5130101,p118,0.000169627,3.29E-05
5130101,p92,0.142956458,0.007908548
5130101,p110,0.021730788,0.011663948
5130101,p109,0.755480023,0.085210681
5130101,p93,0.079663105,0.018853457
5130102,p109,0.926753013,0.03423199
5130102,p93,0.073246987,0.005677022
5130103,p92,0.017953028,0.000801807
5130103,p109,0.105852356,0.009638528
5130103,p93,0.876194616,0.16740695
5130104,p92,0.707301493,0.023205323
5130104,p93,0.292698507,0.041081318
6010103,p92,0.764055192,0.015743087
6010103,p97,0.235944808,0.010374217
6010104,p118,3.90E-06,3.24E-07
6010104,p92,0.999996098,0.023728128
6010105,p95,3.00E-05,7.05E-06
6010105,p92,0.114667828,0.005113747
6010105,p97,0.885302155,0.084249799
6010106,p92,0.222704981,0.00364322
6010106,p97,0.777295019,0.027134453
6010107,p92,0.999902271,0.018898915
6010107,p97,9.77E-05,3.94E-06
6010108,p92,0.641765916,0.02677558
6010108,p97,0.358234084,0.031893992
6010201,p92,0.999916576,0.032116844
6010201,p97,8.34E-05,5.72E-06
6010202,p92,0.000305885,6.08E-06
6010202,p94,0.057053504,0.000811986
6010202,p97,0.942640611,0.039963879
6010207,p92,1,0.015033964
6010208,p92,1,0.020616918
6020001,p92,0.651235066,0.028803183
6020001,p94,0.319958706,0.010137276
6020001,p89,0.028806227,0.002441621
6020002,p92,0.490082238,0.023909498
6020002,p94,0.205461868,0.007180544
6020002,p97,0.304455894,0.031696084
6020003,p92,0.318017535,0.004822747
6020003,p94,0.653894787,0.007103558
6030001,p89,0.799772267,0.072646915
6030002,p92,0.078474786,0.005387237
6030004,p92,0.740850405,0.016947573
6030004,p89,0.259149595,0.011361004
6030005,p88,0.102884415,0.018520694
6030005,p92,0.278306264,0.01507244
6030005,p89,0.618809321,0.064225371
6030006,p88,0.157498946,0.011723161
6030006,p89,0.842501054,0.036155939
7070004,p76,0.205222469,0.01356814
7070004,p77,0.794777531,0.070888108
7070005,p76,0.129131431,0.030764165
7080202,p69,0.478394602,0.068979978
7080202,p68,0.228360833,0.029335541
7080202,p45,0.293244565,0.014588328
7080203,p69,0.009652155,0.000886923
7080203,p68,0.103819239,0.008499141
7080203,p45,0.886528605,0.02810561
7080204,p69,0.301187144,0.034619524
7140108,p81,1,0.013773052
7140201,p81,0.040512375,0.002395471
7140201,p83,0.959487625,0.112042683
8070202,p58,0.693547916,0.032774822
8070202,p87,0.306452084,0.01650004
9010004,p37,1,0.0460157
9010005,p37,0.719562289,0.030536434
7080208,p69,0.00268541,0.000594059
7110004,p72,0.233995251,0.030131653
7110005,p71,1,0.155167015
7110006,p71,0.470107946,0.099073778
7110006,p72,0.529892054,0.04167714
7110007,p71,0.638480961,0.088026648
7110007,p72,0.361519039,0.018601448
7110008,p72,0.999222768,0.08170447
7110009,p81,0.470286244,0.011858515
7110009,p72,0.529713756,0.022961446
7120001,p80,0.286272226,0.068533456
7130009,p83,0.535172421,0.074395492
7130009,p82,0.376129916,0.188497644
7130010,p81,1,0.050862311
7130011,p81,0.9975257,0.085465336
10030103,p17,0.000113297,6.11E-06
10030104,p18,0.999907602,0.036440023
10030104,p17,9.24E-05,4.66E-06
10030105,p18,0.78202268,0.012126899
10030105,p20,0.21797732,0.00715791
7130011,p82,0.0024743,0.001509295
7130012,p81,0.999232569,0.036710084
7140101,p81,0.525773082,0.032619571
7140105,p72,0.601515464,0.067316784
7140106,p81,1,0.089924466
7140107,p73,0.59360077,0.135662346
7140107,p84,0.104665493,0.009935499
8010100,p87,0.004983837,0.000156319
8010201,p92,0.005049203,0.000116274
8010201,p93,0.994950797,0.098016994
8010202,p92,0.889119134,0.027752046
8010202,p93,0.110880866,0.01480582
8010203,p92,1,0.027471743
8010204,p92,1,0.022642121
8010205,p92,1,0.025177622
8010206,p92,1,0.001689379
10030201,p18,0.999737034,0.024983639
10030201,p17,0.000262966,9.10E-06
10030202,p18,0.999957217,0.023301273
10050008,p18,0.999999999,0.009088428
10050009,p18,1,0.013789578
10050010,p18,1,0.017408708
10050011,p18,0.999999999,0.01056014
10050012,p19,1,0.153909854
10060001,p19,0.344080338,0.069613247
10060001,p35,0.655919662,0.054634535
10060002,p35,1,0.087876416
8040306,p86,0.001773563,0.000143528
8050002,p58,0.001584758,4.05E-05
8050003,p58,0.03780168,0.001318566
8050003,p86,0.96219832,0.194528611
8060100,p58,0.135593657,0.002354879
8060100,p86,0.167218725,0.016832255
8060100,p87,0.697187619,0.013795498
8060201,p88,0.323521325,0.037751129
8060201,p87,0.676478675,0.028606447
8060202,p87,1,0.054454649
8060203,p87,0.999611061,0.03058252
8060204,p87,0.981572458,0.010292026
8060205,p87,1,0.034122952
8060206,p87,1,0.010595759
8070100,p58,0.999670283,0.005827902
8070100,p87,0.000329717,2.19E-06
8070201,p58,0.769173784,0.013407919
8070201,p87,0.230826216,0.00458438
9010005,p36,0.280437711,0.01336019
9010006,p36,1,0.019318233
9010007,p36,1,0.009137012
9010008,p37,0.622710292,0.018967788
9010008,p36,0.377289707,0.012901253
9020101,p37,0.186714348,0.005543431
9020101,p38,0.312747734,0.005108713
9020101,p43,0.500537917,0.01165979
