huc_8,n,huc_pca_ratio,pca_huc_ratio
9020102,p43,1,0.018047962
9020103,p42,0.292762237,0.027105786
9020303,p42,1,0.064952983
9020304,p42,1,0.050847506
9020305,p42,1,0.065884711
9020306,p37,0.068744783,0.001167194
9020306,p42,0.931255217,0.028675982
9020307,p37,1,0.018275449
9020308,p37,1,0.025043128
9020309,p42,1,0.037753897
9020310,p37,1,0.025529336
9020311,p37,0.303371673,0.010207373
9020311,p42,0.696628327,0.042509547
9020312,p42,1,0.053217889
9020314,p42,1,0.052105369
9020315,p37,0.999999999,0.012214316
9020316,p37,1,0.039629342
10030102,p20,0.000754759,8.07E-05
10030103,p18,0.999876718,0.038947462
10060003,p35,0.995515016,0.053702968
10060004,p19,0.405676512,0.034777228
10060004,p35,0.594323488,0.020975995
10060005,p36,0.074361326,0.0028075
10060005,p35,0.925638674,0.048360868
10060006,p36,0.039757595,0.003075213
10060006,p35,0.960242404,0.102781705
10060007,p36,0.621533057,0.013738515
10060007,p35,0.378466943,0.011576664
10070001,p18,0.185828618,0.009351843
10070001,p21,0.814171382,0.042671525
10070002,p18,0.998967658,0.057477671
10080015,p18,0.898026968,0.034191538
10080015,p20,0.101973032,0.008221652
10080016,p18,0.76831995,0.019353277
10080016,p22,0.231611485,0.044848491
10080016,p21,6.86E-05,1.80E-06
10090101,p18,0.254522739,0.012518635
10090101,p20,0.108138366,0.011263016
10090101,p22,0.637224851,0.240934196
10090101,p21,0.000114044,5.84E-06
10090102,p18,0.009022372,0.000503142
10090102,p35,0.389522607,0.046496157
10090102,p20,0.601455021,0.071026089
10090201,p24,0.170091443,0.00528731
10090201,p22,0.758846042,0.111129483
10090201,p21,0.071062515,0.001409868
10090207,p23,0.287120407,0.030347778
10090207,p20,0.670549895,0.029342759
10090207,p22,0.042329697,0.006724281
10090208,p35,0.03959954,0.00333474
10090208,p23,0.678295765,0.136494215
10090208,p20,0.282104695,0.023502414
10090209,p35,0.759175183,0.059223933
10090209,p20,0.240824817,0.018586039
10090210,p35,0.518835085,0.017324
10090210,p20,0.481164915,0.015894364
10100001,p18,0.038715624,0.003610946
10100001,p19,0.008891895,0.0043118
10100001,p35,0.265166737,0.052938046
10100001,p20,0.687225744,0.135730871
10100002,p19,0.1423981,0.012542025
10100002,p20,0.8576019,0.03076551
10100003,p18,0.394532236,0.010016216
10100003,p20,0.605467764,0.03255043
10100004,p36,0.13907005,0.022232401
10100004,p35,0.86092995,0.190458551
10100005,p35,1,0.065640629
10110101,p37,0.273444072,0.049648131
10110101,p36,0.726555928,0.14809136
10110102,p36,1,0.027953018
10110201,p36,0.117507931,0.012252311
10110201,p35,0.504810308,0.072838159
10110201,p38,0.165705767,0.008467956
10110201,p23,0.208372264,0.071844579
10110205,p36,1,0.054162428
10120101,p24,0.638055909,0.021008791
10120101,p23,0.361944091,0.037356765
10120102,p24,1,0.015664974
10120103,p24,0.252081116,0.011472308
10120103,p23,0.747918884,0.106696566
10120104,p24,1,0.034432631
10120105,p24,1,0.031767574
10120106,p32,0.712684405,0.109130202
10120106,p24,0.198782085,0.008830418
10120106,p23,0.066909419,0.009317013
10120106,p39,0.021624092,0.001549553
10120107,p32,0.286247459,0.052027053
10180003,p24,1,0.032644287
10180004,p24,1,0.045657417
10180005,p24,1,0.032414041
10180006,p24,0.364442723,0.03348821
10180006,p21,0.635557277,0.037273745
10180007,p24,1,0.11002013
10180008,p24,1,0.067387336
10180009,p24,0.285500954,0.046616691
10180009,p39,0.714499046,0.188191478
10180010,p24,0.826408653,0.059488529
10180010,p33,0.173591347,0.00829382
10180011,p24,1,0.073944736
10180012,p24,0.933090794,0.050359631
10180012,p39,0.066909206,0.005825174
10180013,p24,0.035566526,0.001158517
10180013,p39,0.964433474,0.050675434
10180014,p40,0.35272624,0.015248531
10180014,p39,0.64727376,0.072588768
10190001,p34,8.07E-05,2.29E-06
10190001,p33,0.999919284,0.033723185
10190002,p34,0.004821131,0.000157767
10190002,p33,0.995178869,0.038698821
10190003,p34,0.075597576,0.003841795
10190003,p33,0.924402424,0.05582346
10190004,p33,1,0.011990354
10190005,p33,1,0.020607082
10190006,p33,1,0.017500585
10190007,p24,0.066283326,0.003969007
10190007,p33,0.933716674,0.037109132
10190008,p24,0.232008438,0.004247129
10190008,p33,0.767991562,0.009331175
10190009,p24,0.392460393,0.017276039
10190009,p33,0.607539607,0.01775052
10190010,p34,0.448269072,0.005684402
10190010,p33,0.551730928,0.008313859
10190011,p34,0.508809022,0.012455152
10190011,p33,0.491190978,0.014288081
10190012,p33,0.971459215,0.06091697
10190012,p39,0.028540785,0.004349666
10190013,p34,0.155069387,0.00303529
10190013,p33,0.844930613,0.019652799
10190014,p33,1,0.015214422
10190015,p24,0.902872368,0.033815404
10190015,p33,0.019531813,0.000485533
10240012,p54,0.762199184,0.077233557
10240012,p70,0.149539538,0.009195462
10240012,p45,0.088261278,0.006764883
10240013,p54,0.496707202,0.023486706
10240013,p70,0.074669043,0.002142605
10240013,p45,0.428623755,0.015330291
10250001,p34,0.281437313,0.009196038
10250001,p33,0.692661455,0.026894867
10250001,p52,0.018591874,0.001669681
10250002,p33,0.834363221,0.051720509
10250002,p52,0.009566287,0.001371554
10250002,p39,0.156070492,0.023512819
10250003,p34,0.638282947,0.030463579
10250003,p33,0.112353513,0.006372116
10250003,p52,0.247666107,0.032488186
10250004,p40,0.66667107,0.028295338
10250004,p52,0.105860118,0.011092066
10250004,p39,0.227468813,0.025044727
10250005,p40,0.154375533,0.005008241
10250005,p33,0.51660287,0.017888687
10250005,p39,0.329021597,0.027689959
10250006,p40,0.061001094,0.001737273
10250006,p33,0.257818741,0.007837182
10250006,p39,0.681180165,0.050324988
10260009,p53,0.504609611,0.015710426
10260009,p52,0.495390389,0.046279645
10260010,p53,1,0.022053091
10260011,p53,0.27008098,0.006141688
10270205,p40,0.048332484,0.001624508
10270205,p53,0.91115703,0.025196651
10270205,p41,0.040510486,0.009863839
10270206,p40,0.995925998,0.04408308
10270206,p53,0.004074002,0.000148365
10270207,p40,0.343376816,0.009059408
10270207,p53,0.656623184,0.014253183
10280101,p54,0.845572737,0.171227334
10280101,p70,0.153709533,0.018888736
10280102,p54,0.502597259,0.06735554
10280102,p70,0.497402741,0.040452126
10280103,p54,0.9469603,0.136112482
10280103,p70,0.052992449,0.004622321
10280201,p54,0.216029247,0.017785677
10280201,p71,0.10858619,0.025495162
11070206,p55,0.124371715,0.007903236
11070206,p51,0.797714328,0.061548833
11070207,p53,0.172130414,0.007224101
11070207,p55,0.789375297,0.142860174
11070207,p51,0.038494289,0.008458884
11070208,p56,0.21538167,0.015428625
11070208,p55,0.733892992,0.052592566
11070208,p51,0.050725338,0.004413729
11070209,p56,0.064572687,0.010039182
11070209,p51,0.935427313,0.1766533
11080001,p34,0.030996114,0.000946042
11080001,p31,0.969003886,0.016687682
11080002,p31,1,0.010476273
11080003,p31,1,0.020505178
11080004,p31,1,0.014545478
11080005,p31,1,0.010153708
11080006,p47,0.357635938,0.037391268
11140109,p56,0.398921584,0.05542849
14010005,p34,2.49E-05,1.68E-06
13040303,p64,0.56108179,0.014616773
13040303,p61,0.43891821,0.006393014
13050001,p31,1,0.024203642
13050002,p31,1,0.005137987
13050003,p31,0.982271103,0.065804862
14030001,p33,0.194400217,0.005947476
14030001,p25,0.805599783,0.016367334
14030002,p34,0.878956059,0.033548006
14030002,p25,0.121043941,0.003645814
14030003,p34,0.999073099,0.02745619
11080006,p48,0.002468094,0.000158865
11080006,p31,0.639895969,0.014298922
11090103,p31,0.391517676,0.00427748
11090104,p48,0.312586129,0.008213408
11090104,p31,0.687413871,0.006270444
11090105,p48,1,0.058153284
11090106,p48,0.999851805,0.079182983
11090201,p50,0.97919721,0.03816435
11100103,p48,0.82797929,0.046713163
11120104,p60,0.120620741,0.00722769
11120105,p48,0.219701827,0.009096477
11120105,p60,0.771842241,0.052197088
11130105,p60,0.999987789,0.037686605
11130201,p50,0.635328646,0.028137276
11130201,p63,0.364671354,0.015495801
11130202,p50,1,0.015259428
11130203,p50,1,0.020988865
11130204,p60,1,0.051512783
11130205,p60,1,0.03240729
11130206,p50,6.24E-07,1.22E-08
11130206,p60,0.368257794,0.017674318
11130206,p63,0.631741582,0.011819792
11130207,p60,0.923607509,0.029490286
11140102,p50,0.999972462,0.013101399
11140102,p63,2.75E-05,3.46E-07
11140103,p50,1,0.027385217
11140104,p50,1,0.019136575
11140105,p50,0.999927543,0.034768579
11140106,p85,0.154580544,0.005755651
11140106,p50,0.286626464,0.007914365
11140106,p57,0.224162527,0.055958485
11140106,p63,0.334630466,0.008865312
11140107,p50,1,0.026804794
11140108,p56,0.291174287,0.017211306
11140108,p50,0.708825713,0.011446181
11140109,p85,0.502545385,0.025722963
11140201,p57,0.029386352,0.004476806
11140202,p58,1,0.005996075
11140203,p85,0.425205994,0.016353009
11140203,p58,0.486265955,0.018232454
11140203,p86,0.08852805,0.019238908
11140204,p58,1,0.010612436
11140205,p85,0.651823467,0.012048248
11140205,p58,0.348176533,0.006274316
11140206,p58,0.999750897,0.028092835
11140207,p58,1,0.035768483
11140208,p58,0.997513291,0.012238148
11140209,p58,0.857379128,0.019488113
11140209,p86,0.142620872,0.018789197
11140301,p63,1,0.021022578
12040103,p66,0.819522982,0.060721342
12040104,p67,0.958676286,0.25159784
12060105,p63,0.731408555,0.017213987
12060201,p63,1,0.057705826
12060202,p63,1,0.045729525
12060203,p63,1,0.007718108
12060204,p63,1,0.022765324
12070101,p64,0.341604231,0.032918281
12070101,p63,0.658395769,0.032513967
12070102,p64,0.901607691,0.042566638
12070102,p63,0.098392309,0.002380575
12070103,p64,0.329175649,0.026415662
12070103,p63,0.670824351,0.027587455
12070104,p64,0.57994311,0.0340458
12070104,p67,0.42005689,0.153198517
12080006,p47,0.201587089,0.017736335
12100302,p65,0.549605545,0.018435756
12100303,p64,0.064772588,0.003436206
12100303,p65,0.935227412,0.034551301
12100304,p64,0.422052263,0.012878552
12100304,p65,0.577947737,0.012281422
12100401,p65,0.999999998,0.024004794
12100301,p65,1,0.012610603
12100302,p64,0.450394455,0.021694197
14010002,p33,1,0.014361636
14010003,p33,1,0.020443328
14010004,p34,0.073355511,0.001887677
14010004,p33,0.926644489,0.028335929
12090101,p60,0.057738377,0.003138787
12090104,p61,0.75986839,0.022537685
12090202,p61,0.55425523,0.010173917
12090203,p64,0.976161412,0.032549733
12090203,p61,0.023838588,0.00044443
12090204,p64,0.984108417,0.091899834
12090204,p63,0.015891583,0.000760515
12090205,p64,1,0.044332516
12090206,p64,1,0.045749421
12090301,p64,1,0.078461645
12090302,p64,0.405819465,0.010233281
12090302,p65,0.594180535,0.010434214
12090401,p64,0.296854111,0.011260721
12090401,p65,0.296544501,0.007833797
12090401,p67,0.406601388,0.095820909
12090402,p65,0.810581602,0.015008398
12090402,p67,0.189418397,0.031287349
12100101,p64,0.815709579,0.026513194
12100204,p64,0.410318311,0.01477106
12100204,p65,0.589681689,0.014783174
14030003,p33,0.000926901,3.03E-05
14030004,p34,0.131868123,0.002153024
14030004,p33,0.560245702,0.010869681
14030004,p25,0.307886175,0.003966899
14030005,p25,0.999052011,0.03172779
14040101,p21,1,0.059461105
14040102,p21,1,0.025347224
14080105,p31,0.63338442,0.012297199
14080105,p29,0.145292646,0.025189745
14080106,p31,0.998024453,0.045564719
14080106,p29,0.001975547,0.000805409
14080107,p34,0.927368867,0.013156996
14080107,p31,0.072631133,0.000581426
14080201,p34,0.079721452,0.002812822
14080204,p31,0.035261019,0.001442821
14080204,p29,0.817543137,0.298723636
14080204,p25,0.026440806,0.001513133
14080205,p28,0.252212869,0.007808469
14080205,p29,0.032685221,0.007107151
14080205,p25,0.71510191,0.024353175
15010001,p28,1,0.018635063
15010002,p28,0.530561755,0.017179079
15010002,p27,0.469438245,0.088896861
15010003,p28,0.421111383,0.012631801
15010003,p25,0.276406048,0.00912021
15010003,p27,0.302482569,0.053065549
15010004,p28,1,0.037237428
15010005,p13,0.416949778,0.149195225
15010005,p27,0.583050222,0.12529104
15010006,p13,0.100523191,0.011608567
15010006,p27,0.899476809,0.062379976
15010007,p28,0.073475346,0.001319018
15010007,p27,0.926524654,0.097276997
15010008,p25,1,0.030478264
15010009,p25,0.097155744,0.002265893
15010009,p27,0.902844256,0.111953777
15010010,p12,0.354713231,0.00713406
15010010,p25,0.235598533,0.006778587
15010010,p13,0.170112039,0.043332505
15010010,p27,0.239576196,0.036649266
15010011,p12,1,0.028061021
15010012,p12,0.353939671,0.006257288
15010012,p13,0.646060329,0.144660307
15010013,p12,0.96716105,0.023942967
15010013,p25,0.001075888,3.81E-05
15010013,p13,0.031763062,0.009959119
15010014,p27,1,0.051461376
15010015,p13,1,0.232193407
15020001,p31,0.06222362,0.000500139
15020001,p29,0.93777638,0.067309482
15020002,p28,0.259590678,0.005342088
15020002,p29,0.737791403,0.106635299
15020003,p31,0.853545803,0.019251426
15020003,p29,0.146454197,0.029497092
15020004,p31,0.739246024,0.01968592
15020004,p29,0.260753976,0.062006749
15020005,p28,0.886461218,0.01067215
15020005,p29,0.113538782,0.009600235
15020006,p31,0.710959756,0.013567053
15020006,p29,0.289040244,0.049253842
15020007,p28,0.1651757,0.002338948
15020007,p29,0.8348243,0.083026177
15030101,p28,3.10E-05,1.10E-06
15030101,p13,0.20098393,0.069137704
15030101,p27,0.434802717,0.089823245
15030102,p10,0.672143166,0.010624651
15030102,p13,0.327856834,0.04163201
15030103,p27,1,0.098858689
15030104,p10,0.557836019,0.029562604
15030104,p28,0.442163981,0.019328965
15030105,p28,1,0.020509212
15030106,p28,1,0.009067682
15030107,p10,0.750214939,0.003089947
15030107,p28,0.249785061,0.000848635
15030108,p28,1,0.007527513
15030201,p28,0.265361458,0.007251028
15030201,p27,0.734638542,0.117403066
15030202,p28,0.671028588,0.006073091
15030202,p27,0.328971412,0.017412894
15030203,p28,0.96824325,0.017606998
15030203,p27,0.03175675,0.003377388
15080103,p30,0.405370266,0.017840263
15080200,p30,0.999999992,0.010514135
15080301,p28,1,0.015288867
15080302,p28,0.913910537,0.005005747
15080302,p31,0.086089463,0.000370868
15080303,p31,1,0.001466893
16010101,p25,0.000137509,3.86E-06
16010101,p26,0.550013956,0.083288165
16010101,p21,0.449848535,0.018268564
16010102,p16,0.266818615,0.010158111
17110011,p1,1,0.017399313
17110012,p1,1,0.036261953
17110013,p1,1,0.029016311
17110014,p2,6.66E-05,2.61E-06
17110014,p1,0.999933433,0.058826777
17110015,p2,0.249344983,0.007633495
17110015,p1,0.750655017,0.034526119
17110016,p2,0.180113265,0.001222758
17110016,p1,0.819886735,0.008362444
17110017,p2,1,0.009737427
17110018,p2,0.840512295,0.026850957
17110018,p1,0.159487703,0.007654688
17110019,p2,0.234105244,0.014072138
17110019,p1,0.765894751,0.069167586
17110020,p2,0.999999999,0.033059857
17110021,p2,0.999999999,0.015304344
17120001,p7,1,0.045960072
17120002,p7,0.656410615,0.027381583
17120002,p5,0.343589385,0.009749768
17120003,p7,1,0.024989975
17120004,p7,0.990155203,0.052757553
17120005,p6,0.04208718,0.009210677
17110007,p1,1,0.027020294
17110008,p1,1,0.041953007
17110009,p1,1,0.049857259
17110010,p1,1,0.041457094
17120005,p7,0.943475244,0.123433047
17120005,p5,0.014437575,0.001284892
16010102,p26,0.0101569,0.000627497
16010102,p21,0.723024485,0.011979316
16010201,p16,0.788209296,0.046386077
16010201,p25,0.000169189,2.99E-06
16010201,p26,0.211621515,0.020209688
16010202,p16,0.752935556,0.04488098
17020009,p1,0.999813752,0.055699727
17020009,p3,0.000186248,8.26E-06
17020010,p4,0.3193417,0.103077524
17020010,p1,0.6806583,0.060902467
17020011,p1,1,0.079371522
17020012,p4,1,0.200549152
17020013,p4,0.078632489,0.031476095
17020013,p3,0.921367511,0.081395457
17020014,p4,0.965274714,0.128162456
17020014,p3,0.034725286,0.001017523
17020015,p4,0.639069424,0.341689584
17020015,p3,0.360930576,0.042588841
17020016,p4,0.133741252,0.060271814
17020016,p2,0.175077678,0.014557691
17020016,p1,0.035759341,0.004467204
17020016,p3,0.655421729,0.065186575
17030001,p2,0.150740418,0.012821342
17030001,p1,0.849259582,0.108524747
17030002,p2,0.897983027,0.039444402
17030002,p1,0.102016973,0.006732467
17030003,p2,1,0.11554955
17040101,p21,1,0.034585473
17040102,p21,1,0.012623833
17050107,p15,0.193950809,0.005337304
17060301,p15,0.999865129,0.018111664
17060301,p17,0.000134871,3.57E-06
17060302,p15,0.999976586,0.018896647
17100311,p9,0.059115476,0.00079515
17100311,p8,3.58E-05,2.32E-06
17100311,p6,0.940848732,0.049298366
17100312,p9,0.028387566,0.000244085
17100312,p6,0.971612433,0.032544041
17110001,p1,0.999999999,0.01425691
17110002,p1,0.999999997,0.01914067
17110003,p1,0.99999999,0.010240449
17110004,p1,0.999999999,0.054058386
17110005,p1,0.999908255,0.095744967
17110005,p3,9.17E-05,6.99E-06
17110006,p1,1,0.043752073
17120006,p7,1,0.032630093
18010211,p8,0.000238161,3.18E-05
18010212,p9,1,0.01266541
18030006,p10,0.997967583,0.014504163
18030007,p10,0.842505169,0.019739481
18030007,p9,0.157494831,0.003258704
18030009,p9,1,0.028888602
18030010,p10,0.114155723,0.002712022
18030010,p9,0.885844277,0.018585248
18030012,p10,0.402283115,0.023440004
18030012,p9,0.597716885,0.030756492
18040001,p9,1,0.04789912
18040002,p9,1,0.01246771
18060007,p10,0.233448727,0.004107836
18060007,p9,0.766551273,0.011911821
18060008,p9,1,0.009295474
18060009,p9,0.999999999,0.00294158
18060010,p9,0.997208133,0.01214867
18060013,p9,0.999999999,0.004952649
18060014,p10,0.005795199,1.74E-05
18060014,p9,0.994204797,0.002643301
18060015,p9,0.999999999,0.006452837
2080107,p99,0.999999998,0.008811464
2080108,p99,0.999999994,0.007360087
2080109,p123,0.380016341,0.038862997
2080109,p125,0.619983658,0.247130825
2080110,p123,0.995279961,0.081734016
2080110,p124,0.00137134,0.001508054
2080201,p99,0.595269955,0.051676229
2080201,p116,0.033857583,0.004361852
1010004,p134,1,0.07394204
1010005,p134,1,0.013095099
1010006,p134,0.999999999,0.020388972
1010007,p134,1,0.028472125
1010008,p134,0.999999999,0.011294268
2080110,p125,0.003348696,0.001071879
1010009,p134,0.999999999,0.005331141
1010010,p134,1,0.005888922
1010011,p134,0.999999998,0.000559537
1020001,p134,1,0.065449477
1020002,p134,1,0.034480488
1020003,p134,1,0.046469423
1020004,p134,1,0.045007441
1020005,p134,1,0.073261273
1030001,p134,1,0.048844959
1030002,p134,1,0.026994876
1030003,p134,1,0.105660609
1040001,p134,0.608595641,0.025678215
1040001,p130,0.391404359,0.057878145
1040002,p134,0.913561189,0.060671067
1040002,p130,0.086438811,0.020118969
1050001,p134,0.999999999,0.030282159
1050002,p134,0.999999998,0.092471337
1050003,p134,0.999999998,0.031714043
1050004,p134,0.999999996,0.012329506
1060001,p134,0.999999998,0.032864659
1060002,p134,0.488883709,0.025603885
1060002,p130,0.511116291,0.09381515
1060003,p134,0.41291628,0.017784935
1060003,p130,0.581289741,0.087747727
1080103,p129,0.318829818,0.030634552
1080103,p130,0.681170182,0.067920794
1060003,p131,0.005793977,0.000998083
1070001,p130,1,0.110411378
1070002,p130,1,0.052463052
1070003,p130,1,0.082522313
1070004,p130,0.161229956,0.009256935
1070004,p131,0.838770044,0.054955471
1070005,p131,1,0.049304498
1070006,p130,0.801412675,0.155517673
1070006,p131,0.198587325,0.043976596
1100002,p132,0.987123926,0.104408118
1080101,p134,6.67E-06,2.70E-07
1080101,p129,0.30711943,0.041958932
1080101,p130,0.6928739,0.09823491
1080102,p129,0.999839578,0.052832859
1080102,p130,0.000160422,8.80E-06
1080104,p129,0.693568284,0.037305967
1080104,p130,0.306431716,0.017104772
1080105,p129,1,0.074044035
1080106,p129,0.515845664,0.070909201
1080106,p130,0.484154336,0.069065499
1080107,p129,0.745182059,0.065794948
1080107,p130,0.254817941,0.023348268
1080201,p129,0.024584752,0.002603498
1080201,p130,0.418226827,0.045961881
1080201,p131,0.557188421,0.069877045
1080202,p130,0.203963775,0.008567655
1080202,p131,0.796036225,0.038158239
1080203,p129,0.477702494,0.032963242
1080203,p131,0.522297506,0.042680689
1080204,p131,1,0.089024305
1080205,p132,0.905395612,0.196876194
1080205,p131,0.094604387,0.012607396
1080206,p132,0.003389595,0.000353409
1080206,p131,0.996610405,0.063681598
1080207,p132,0.74347021,0.090664488
1080207,p131,0.25652979,0.019172147
1090001,p131,0.999999999,0.123524868
1090002,p131,0.981636323,0.144394936
1090002,p133,0.018363674,0.020139733
1090003,p131,0.705469431,0.041223728
1090003,p133,0.294530569,0.12831937
1090004,p131,0.562608105,0.086205953
1090004,p133,0.437391894,0.499683239
1090005,p132,0.155367001,0.011517304
1090005,p133,0.844632999,0.286096267
1100001,p132,0.58964563,0.087543909
1100001,p131,0.327621534,0.029810317
1100001,p133,0.082732835,0.056126096
1100002,p131,0.012876074,0.000834652
1100003,p132,0.999999988,0.074043101
1100003,p133,1.13E-08,3.82E-09
1100004,p132,1,0.102905036
1100005,p127,0.112159948,0.004611924
1100005,p132,0.631397808,0.247452446
1100005,p131,0.256442244,0.061593878
1100006,p127,0.132184392,0.001247065
1100006,p132,0.867815607,0.078033437
2020001,p127,1,0.035086436
2020002,p127,1,0.022238141
2020003,p129,0.23821695,0.047223113
2020003,p127,0.674458624,0.027106576
2020003,p131,0.087324426,0.020500231
2020004,p127,1,0.053795466
2020005,p127,1,0.019567248
2020006,p127,0.984670559,0.050440136
2020006,p131,0.015329441,0.004586858
2020007,p127,0.824575314,0.020663015
2020007,p126,0.175424686,0.027629317
2020008,p127,1,0.019933224
2030203,p133,0.002724986,2.26E-05
3070102,p94,1,0.040976933
3060202,p94,1,0.020161894
3140101,p91,0.999999999,0.153405166
3140102,p91,0.999999998,0.072664539
3160111,p89,0.527810302,0.029050375
3160112,p89,1,0.056648104
2060003,p121,4.04E-05,2.38E-05
2060004,p123,0.999999992,0.037901
2060006,p121,0.000112258,4.46E-05
2070001,p99,0.072885105,0.004233687
2070001,p116,0.927114895,0.079919289
2070002,p122,0.190680862,0.007566563
2070002,p121,0.373956604,0.226185589
2070002,p116,0.435362534,0.034061494
2040202,p125,0.00780023,0.004462247
8030202,p88,0.073953148,0.006162024
8030202,p87,0.926046852,0.027962914
3070103,p94,1,0.050538494
3070104,p94,1,0.039519123
3060204,p94,0.999999999,0.021130609
3070101,p94,1,0.049551175
3050204,p96,1,0.037802957
3050205,p96,1,0.028501073
3140305,p91,0.518183863,0.051072384
3150101,p92,0.176391391,0.003043284
2030201,p127,0.026732702,0.000128455
3160201,p87,0.017772278,0.001056979
3160201,p89,0.903396377,0.085479275
3160202,p88,0.37940381,0.029147818
8030201,p87,0.117904565,0.005555359
2060005,p123,0.874448154,0.089886337
2060005,p125,0.125551841,0.050303171
2060006,p123,0.999887741,0.112566824
2080204,p118,0.000777502,4.96E-05
2080204,p99,0.877997278,0.026471751
2080204,p100,0.12122522,0.049550231
2080205,p99,1,0.037089519
2040205,p123,0.010936933,0.001043322
3090202,p102,0.715267368,0.376521653
3060109,p96,0.412040222,0.017544433
3060110,p96,0.999999999,0.014910685
2080206,p99,0.999999999,0.050209078
2080207,p99,1,0.063207792
2080208,p99,0.999999998,0.017096652
3010101,p118,0.847248148,0.154214135
3010101,p99,0.152751852,0.013136803
3010102,p99,0.828368517,0.056525819
3010102,p98,0.171631483,0.010074808
8030203,p87,0.237940621,0.005058601
3050206,p96,1,0.037861074
3150101,p94,0.823608609,0.010179128
3150102,p94,1,0.014646854
3150103,p94,1,0.009535801
3150104,p94,1,0.031641882
3150105,p90,0.443879813,0.023928839
3150105,p94,0.467710259,0.012713885
3070203,p101,0.000874425,1.59E-05
3070204,p94,0.399557713,0.010742672
3070204,p101,0.600442287,0.02333955
3070205,p101,1,0.010456161
3010202,p98,0.000207407,5.18E-06
3010103,p98,0.005138856,0.000356666
3150105,p89,0.088409927,0.006429348
3150106,p90,0.884518159,0.07703583
3150106,p89,0.115481841,0.013567799
3150107,p90,0.7877007,0.052106402
3150107,p89,0.2122993,0.018944717
3150108,p90,0.53347574,0.025076477
3150108,p94,0.46652426,0.011057863
2040304,p99,0.03099204,0.000243682
2050107,p122,1,0.052162584
2050201,p119,0.186724816,0.068989415
2050201,p122,0.813275184,0.038370741
2050202,p119,0.88340362,0.211330435
2050202,p122,0.11659638,0.003561805
2050203,p119,0.971493985,0.176277716
2050203,p122,0.028506015,0.000660505
2050204,p119,0.998293774,0.178596633
2050205,p119,0.225301548,0.051120251
2050205,p122,0.774698452,0.022446247
2050206,p119,0.021182389,0.008868797
2050206,p122,0.978817611,0.05233278
2050301,p119,0.147240187,0.049332524
2050301,p122,0.852759813,0.036485134
2050302,p119,0.090637449,0.020779054
2050302,p122,0.909362551,0.026621799
2050303,p120,0.040611996,0.032277499
2050303,p122,0.959388004,0.027273422
2050304,p120,0.088698811,0.106268425
3060109,p94,0.587959778,0.009764392
3020103,p98,1,0.032423593
3150109,p90,1,0.053591064
3150110,p90,1,0.05741471
3150201,p90,0.995937305,0.080277637
7020007,p43,0.092177964,0.002606061
2050304,p119,0.002726916,0.000915115
2070009,p120,0.001923595,0.001540431
2070009,p122,0.232850171,0.006669681
2070009,p123,0.255339199,0.031558486
2070009,p121,0.509887035,0.222615118
2070010,p123,0.332518265,0.055226899
2070010,p99,0.667481735,0.034134014
2070011,p123,0.555756346,0.10404816
2070011,p99,0.444243652,0.025608493
2080202,p118,0.003400642,0.000236787
2080202,p99,0.996599358,0.032787454
2080203,p118,0.548038401,0.092116911
2080203,p99,0.451961599,0.035893809
3050207,p96,1,0.079187295
3060107,p96,0.791810656,0.025539661
3060108,p94,1,0.014427121
2060003,p122,0.008557306,0.000330546
3010202,p99,0.999792593,0.029052651
3060201,p94,1,0.031205947
2070003,p120,0.013330173,0.013264964
2070003,p122,0.137096378,0.004879733
2070003,p99,0.000165685,7.83E-06
2070003,p121,0.152713009,0.082851103
2070003,p100,0.000121975,7.82E-05
2070003,p116,0.696572781,0.04888298
2070004,p120,0.389799711,0.733195133
2070004,p122,0.013628725,0.000916924
2070004,p121,0.190633099,0.195491708
2070004,p100,0.148973939,0.180523749
2070004,p116,0.256964525,0.034085692
2070005,p118,6.98E-05,9.70E-06
2070005,p99,0.746531625,0.048992043
2070005,p100,0.253336078,0.22539153
2070005,p116,6.25E-05,6.08E-06
2070006,p99,0.865718831,0.035132061
2070006,p100,0.117917164,0.06487345
2070006,p116,0.016364005,0.000985495
2070007,p99,0.000301707,4.17E-06
2070007,p121,9.16E-06,1.45E-06
2070007,p100,0.706360035,0.132248071
2070007,p116,0.293329101,0.006011644
2070008,p123,0.237582463,0.037501317
2070008,p99,0.610058966,0.029649459
2070008,p121,0.152182023,0.084855014
2070008,p100,6.18E-05,4.07E-05
2070008,p116,0.000114774,8.28E-06
3060203,p94,1,0.023589862
3010201,p98,0.00066754,3.88E-05
3020104,p98,0.999999999,0.039041931
3140103,p90,0.374628027,0.017356137
3140103,p91,0.625371973,0.11166672
3140104,p90,0.168606071,0.004913855
3080101,p102,0.248544744,0.119166593
3080101,p101,0.751455256,0.072847243
3080102,p101,1,0.068252592
3080103,p101,1,0.068411981
3080201,p101,0.999999999,0.016077871
3080202,p102,0.794091723,0.041883778
3080202,p101,0.20590827,0.002195882
3080203,p102,0.896705258,0.049131066
3140104,p91,0.831393929,0.09338745
3140105,p91,0.999999996,0.046778125
3140106,p90,0.738338097,0.022881138
3140106,p91,0.261661903,0.031253264
3140107,p90,0.574326998,0.004858875
3140107,p91,0.425672999,0.013879863
3140201,p90,1,0.052025572
3140202,p90,0.929390092,0.048721386
3140202,p91,0.070609908,0.014266577
3140203,p90,0.086585399,0.004537299
