huc_4,n,huc_pca_ratio,pca_huc_ratio
1701,p14,0.146064269,0.687655338
1701,p17,0.674078002,0.657482393
405,p103,0.663918743,0.1983676
405,p104,0.204505468,0.93988213
405,p105,0.131575789,0.087812707
1026,p34,0.048918501,0.017231705
1026,p40,3.50E-06,1.37E-06
512,p80,0.000282889,0.00073686
1029,p84,0.18536262,0.274657704
1029,p54,0.04848142,0.054937322
1029,p72,0.107376455,0.129501838
406,p103,0.977174374,0.25392808
406,p74,0.022825626,0.021371744
208,p118,0.105371616,0.160544829
208,p123,0.078532359,0.183610765
208,p99,0.724101949,0.521269166
208,p125,0.029165673,0.265787253
208,p124,0.018082935,0.566151433
208,p100,0.040662551,0.396844303
208,p116,0.004082916,0.004361852
402,p103,0.192141405,0.032269518
402,p46,0.001476929,0.000535357
402,p74,0.791521305,0.478974879
402,p75,0.014532432,0.008516647
402,p43,0.000327929,5.00E-05
710,p68,0.052435372,0.090140598
710,p71,0.00424891,0.010664722
710,p44,0.053913941,0.101766943
710,p70,0.489028594,0.261192588
710,p45,0.400373182,0.266541067
1101,p85,0.274007253,0.15756238
1101,p73,0.042374155,0.181504285
1101,p56,0.251200455,0.392112509
1101,p55,0.193210387,0.301712893
1101,p84,0.23920775,0.425581121
808,p58,0.999999386,0.332597441
808,p66,6.13E-07,6.06E-07
1011,p37,0.107706747,0.049648131
1010,p36,0.05330996,0.022232401
1010,p19,0.01202334,0.016853825
1010,p35,0.535491866,0.309037225
1010,p20,0.348631761,0.199046811
1107,p56,0.018597158,0.027009275
1107,p53,0.513682946,0.173074533
1107,p55,0.139964365,0.203355975
1107,p51,0.327755531,0.578200676
1019,p34,0.058899019,0.025176697
1019,p40,0.016757167,0.00797454
1019,p24,0.08438673,0.064581182
1019,p33,0.724562737,0.368040818
1019,p39,0.115394347,0.142456013
501,p119,0.074106349,0.201053381
501,p122,0.614287815,0.212818858
501,p115,0.147544657,0.292201399
501,p127,0.164061179,0.040568713
1712,p12,0.040569045,0.006900635
1712,p8,0.002490145,0.002842152
1011,p32,0.000345013,0.000649207
1011,p36,0.615269346,0.318384233
108,p129,0.352844012,0.409047234
108,p130,0.274478534,0.330212576
108,p132,0.128516913,0.287894091
1114,p50,0.293202396,0.154714318
410,p105,0.108000052,0.066271726
410,p112,0.521090108,0.225455108
202,p127,0.931616961,0.248830243
314,p91,0.413851185,0.774623459
1604,p12,0.964586095,0.269595311
1604,p8,0.007078656,0.013275485
1604,p7,0.02833525,0.025678328
1014,p32,0.033742685,0.074009404
1014,p40,0.001525641,0.000603656
1014,p38,0.883863007,0.261288834
1014,p39,0.080868666,0.083005769
305,p95,0.23739459,0.681514453
305,p97,0.208875544,0.243065509
305,p96,0.553729866,0.554601103
904,p18,0.999657783,0.01309336
904,p17,0.000342217,6.21E-06
513,p118,2.21E-05,3.29E-05
513,p92,0.597087981,0.253766556
513,p110,0.002828605,0.011663948
513,p108,0.013386968,0.043252922
513,p109,0.148966576,0.129081199
513,p93,0.23770779,0.432195541
1011,p20,0.000381121,0.000269997
308,p102,0.156567696,0.210181437
308,p101,0.843432304,0.228929883
105,p134,0.999999998,0.166797046
1106,p53,0.445961506,0.070855799
1106,p50,0.472139648,0.088335885
1106,p51,0.081898846,0.068131249
1010,p18,0.050543074,0.013627162
1209,p64,0.388565273,0.391289648
1102,p34,0.954524462,0.420903884
415,p127,0.676434355,0.230519936
1711,p1,0.802515989,0.658696299
1304,p31,3.75E-06,6.90E-07
318,p87,0.762736585,0.189330737
314,p90,0.586148815,0.284656944
712,p104,0.000645611,0.002508452
712,p105,0.281536395,0.158848211
1507,p28,0.918485556,0.175780381
1507,p30,0.081514444,0.11946945
1307,p62,0.219778923,0.424559113
1307,p47,0.089862717,0.086577849
1108,p48,0.000442926,0.000158865
1405,p33,0.728030466,0.202940649
1405,p25,0.000620033,0.000114778
1405,p26,0.093809124,0.093763452
1405,p21,0.062833331,0.016842521
313,p90,0.140541182,0.095419341
313,p94,0.717823063,0.245751035
313,p101,0.055546696,0.027493155
313,p91,0.086089059,0.225275169
412,p122,0.170017991,0.014742641
412,p127,0.808637512,0.050047396
412,p111,0.021344496,0.007698977
903,p42,0.446500692,0.243949451
903,p43,0.553499308,0.130828147
1021,p40,0.910147912,0.270582558
1021,p39,0.089852088,0.069295841
509,p110,0.064138106,0.131441613
509,p109,0.196612251,0.084669748
509,p117,0.074541031,0.093951526
509,p114,0.179581105,0.71269192
509,p112,0.298875226,0.096830758
509,p107,0.09047544,0.050324795
509,p113,0.09577684,0.250378209
206,p122,0.016883904,0.002189905
206,p123,0.942499764,0.527477274
206,p125,0.040581702,0.088524893
1018,p21,0.059341054,0.037273745
1018,p39,0.199856076,0.317280854
1809,p12,0.097793697,0.026992976
1809,p10,0.902143321,0.392594829
1809,p9,6.30E-05,2.42E-05
101,p134,1,0.224399911
404,p105,0.257917277,0.026429723
409,p103,1,0.086489835
1020,p40,0.731288801,0.118150463
1020,p41,0.268711199,0.314505329
108,p134,7.86E-07,2.70E-07
203,p133,5.05E-06,2.26E-05
206,p121,3.46E-05,6.85E-05
1009,p18,0.035681294,0.013021778
1009,p24,0.096913422,0.057711938
1009,p35,0.161782112,0.12637883
1009,p23,0.145533831,0.271663406
1009,p20,0.219477119,0.169614682
1009,p22,0.336885024,0.945119516
1009,p21,0.003727199,0.001416609
1209,p62,0.076899696,0.202981519
1027,p54,0.000467249,0.000434209
1027,p41,0.007463275,0.016253302
1114,p85,0.123004055,0.087523014
1114,p56,0.037645817,0.072714222
705,p77,0.001384668,0.001797411
705,p74,3.90E-05,3.10E-05
602,p97,0.124775375,0.032605032
602,p89,0.010404305,0.002441621
1209,p60,0.003289019,0.004354017
1109,p48,0.441959095,0.215654503
1109,p50,0.396646301,0.128442545
110,p132,0.760539006,0.694386047
110,p131,0.164844731,0.092238847
110,p133,0.013453438,0.0561261
707,p76,0.218316922,0.2628218
707,p69,1.71E-05,2.72E-05
707,p46,0.03309151,0.019695675
707,p77,0.299391093,0.486233926
707,p74,0.003540457,0.003517871
707,p75,0.427078453,0.410968369
707,p78,0.018564491,0.086908618
106,p131,0.001944967,0.000998083
507,p118,0.167260584,0.08299557
507,p110,0.327766844,0.450712447
507,p109,0.05470996,0.015808908
507,p117,0.450262612,0.380795768
1002,p18,0.153125996,0.041716612
1002,p16,0.000224158,0.00014614
1002,p15,7.63E-05,1.97E-05
1002,p21,0.049173127,0.013951653
1002,p17,0.797400388,0.300762983
505,p118,0.250461668,0.254860367
505,p92,9.59E-06,2.79E-06
505,p99,2.24E-05,1.07E-05
505,p117,0.291883723,0.506215962
505,p97,0.061548067,0.038172558
505,p116,0.396074595,0.282595845
410,p103,0.173046199,0.04753799
410,p111,0.197863641,0.289072484
601,p117,8.73E-07,2.14E-06
601,p97,0.279426063,0.244670202
1018,p40,0.024916824,0.015248531
1018,p24,0.651008169,0.640690861
510,p118,3.66E-06,3.25E-06
510,p110,0.165327727,0.406175262
510,p109,0.83466861,0.430906255
1309,p65,0.999999999,0.029432875
714,p81,0.497819933,0.320697939
714,p73,0.153396633,0.502471145
714,p84,0.035944715,0.048904815
714,p83,0.09356059,0.119030337
714,p72,0.219278128,0.242833799
415,p134,6.32E-05,3.15E-05
415,p129,0.323472668,0.543729654
415,p130,2.98E-05,5.19E-05
1401,p26,2.37E-06,1.76E-06
414,p127,1,0.142710881
1012,p32,0.320253061,0.846895017
1012,p24,0.168505517,0.129272671
1012,p35,0.003449778,0.003471729
1012,p38,0.215246497,0.076718659
1012,p23,0.272992935,0.656492015
1012,p39,0.019552212,0.02419652
1004,p18,0.209964573,0.095685376
1004,p19,0.222208218,0.526488934
1004,p35,0.039477228,0.038508833
1004,p20,0.52834998,0.509877388
802,p85,0.700791365,0.303593224
802,p73,0.040937641,0.132105683
802,p84,0.179569858,0.240687427
802,p72,0.059415848,0.064821565
802,p87,0.019285287,0.009280278
202,p129,0.035844807,0.047223113
702,p37,0.000146906,6.68E-05
702,p68,0.273712718,0.553640425
702,p38,0.098779101,0.024723675
702,p44,0.296451229,0.658408818
702,p45,0.020625071,0.016155907
702,p43,0.310284975,0.110750348
301,p118,0.160554484,0.231478393
301,p99,0.441445325,0.300714646
301,p97,0.055716549,0.048960747
301,p98,0.342283641,0.200576634
1304,p64,0.024217315,0.015939724
1508,p30,0.569618718,0.266142748
1111,p85,0.287744204,0.117201387
1111,p56,0.346085203,0.382656415
1111,p50,0.17837162,0.053878076
1111,p51,0.187798973,0.252221097
1204,p64,0.108529898,0.028466951
1028,p70,0.24131732,0.09770659
1711,p3,1.07E-05,6.99E-06
1711,p2,0.197473307,0.107883582
701,p42,0.062006589,0.060487625
701,p44,0.012909374,0.033899892
701,p43,0.925084037,0.390405815
1006,p36,0.060300678,0.019621228
1006,p19,0.095984151,0.104978136
1006,p35,0.843715171,0.379909151
1805,p9,0.999999999,0.058770867
1702,p4,0.208451921,1
1702,p2,0.016446957,0.014557691
1702,p1,0.152679912,0.203036164
1702,p3,0.62242121,0.658971951
1206,p60,0.275172176,0.201735734
1206,p61,0.067194683,0.020951762
1206,p63,0.657633141,0.18794971
1030,p53,0.015325519,0.002569531
1030,p55,0.007958516,0.005754032
1030,p54,0.46273204,0.291498274
1030,p72,0.513983924,0.344612216
1007,p18,0.588522695,0.165097355
1007,p20,0.177982342,0.105730024
1007,p21,0.233494963,0.068216928
408,p103,1,0.211693136
413,p119,0.027214699,0.022202169
413,p127,0.972785301,0.072333304
1008,p18,0.156025271,0.06931396
1008,p24,0.022795309,0.016524309
1008,p20,0.008739545,0.008221652
1008,p22,0.016070035,0.054880484
1008,p21,0.796369841,0.368449789
503,p122,0.082410914,0.032608699
503,p115,0.147192625,0.332931881
503,p117,0.010037762,0.019034606
503,p111,0.137905091,0.226984269
503,p112,0.28483676,0.138841082
503,p116,0.337616847,0.263386748
207,p118,8.14E-06,9.70E-06
207,p120,0.063142967,0.748000529
207,p122,0.047278874,0.020032901
207,p123,0.124889335,0.228334861
207,p99,0.315775657,0.177761759
207,p121,0.125726589,0.811999983
207,p100,0.079032648,0.603155697
207,p116,0.244145788,0.203960955
1028,p54,0.643245423,0.429172713
1028,p71,0.085987436,0.163612224
1028,p72,0.029231986,0.02075814
704,p46,0.316526102,0.169896438
1508,p31,0.038298235,0.001837761
1710,p1,0.014054764,0.019267663
1028,p45,0.000217835,0.000109935
704,p69,0.00041664,0.000598493
704,p68,0.132382476,0.169419921
1602,p21,0.000257303,0.000149208
704,p77,0.122994542,0.180141043
704,p75,0.000186634,0.000161962
704,p43,0.415953374,0.093935589
901,p37,0.7254515,0.169319749
901,p36,0.2745485,0.071935719
1302,p34,0.008987087,0.004311181
1302,p31,0.991012913,0.268240158
603,p94,0.001195701,0.00021065
603,p89,0.648502394,0.305642796
1103,p34,0.020246613,0.007355704
1103,p53,0.734323514,0.244365842
1103,p52,0.245429873,0.245070187
1508,p28,0.392083046,0.023921269
1204,p58,0.023457837,0.004320486
1204,p67,0.441224856,0.718984988
1204,p66,0.426787409,0.23329262
1202,p66,0.551937008,0.41289445
1202,p63,0.448062992,0.082425155
1023,p40,0.044492433,0.008207997
1023,p68,0.021912898,0.024408146
1023,p38,2.61E-07,3.60E-08
1023,p41,0.097948714,0.130901771
1023,p44,0.012437288,0.015211437
1023,p45,0.823208405,0.355097694
1305,p47,0.008461888,0.006944497
1305,p31,0.668393357,0.117238577
1305,p61,0.318021177,0.111622988
1305,p59,0.005123578,0.08979743
1113,p48,0.043636667,0.031014306
1113,p50,0.532558386,0.251192556
1113,p60,0.279982066,0.325026571
1113,p63,0.143822881,0.065087305
1710,p9,0.003333125,0.001039236
1710,p8,0.003955508,0.005943585
1710,p6,0.546348763,0.663585868
1710,p2,0.244456923,0.223060799
