huc_2,n,huc_pca_ratio,pca_huc_ratio
2,p131,0.002085247,0.025087089
11,p85,0.056774853,0.362286781
13,p62,0.034305844,0.424559113
13,p64,0.004423152,0.020883552
13,p47,0.098907772,0.610485838
13,p31,0.471810149,0.622411122
13,p65,0.037164316,0.122196282
13,p61,0.288662335,0.762007723
7,p76,0.020992501,0.402319885
7,p69,0.039435637,1
4,p80,0.000787414,0.007806299
4,p103,0.342692266,0.993312008
4,p46,0.022958164,0.143625291
15,p29,0.051859887,0.646799098
15,p25,0.024921756,0.048681056
15,p13,0.040576037,0.701718844
15,p27,0.096286105,1
1,p131,0.131836377,0.972024399
1,p133,0.018016087,0.99036471
5,p80,5.72E-05,0.00073686
2,p133,2.52E-07,2.26E-05
2,p100,0.019240301,1
2,p116,0.036616242,0.208322807
17,p12,0.021657486,0.057943282
17,p18,0.002525755,0.01344097
17,p9,0.000278981,0.001039236
17,p8,0.00048939,0.008785737
17,p16,0.06599249,0.84040661
17,p15,0.198173659,0.999980282
17,p4,0.016924462,1
17,p6,0.049706489,0.721302255
17,p2,0.091728027,1
17,p7,0.107881185,0.935856194
17,p25,0.001403751,0.005372698
17,p1,0.061054472,0.999999999
8,p92,0.083009278,0.199180404
8,p84,0.031159479,0.25085636
8,p72,0.010257758,0.06721785
8,p58,0.299792489,0.76052241
8,p86,0.065412843,0.961795067
8,p93,0.01285911,0.131999316
8,p87,0.177114445,0.511922008
8,p66,8.04E-08,6.06E-07
1,p134,0.542430279,0.999968533
1,p129,0.065701096,0.409047234
1,p130,0.154767683,0.999943918
1,p127,0.004641779,0.005858989
1,p132,0.082606699,0.993797442
7,p37,1.32E-05,6.68E-05
7,p105,0.016198751,0.158848211
7,p75,0.029086642,0.445582016
7,p43,0.168195349,0.670520973
4,p74,0.093470955,0.976195225
7,p45,0.044657687,0.390702457
14,p26,0.085361281,0.729337644
4,p119,0.00076507,0.022202169
4,p122,0.004056002,0.015030549
7,p104,3.71E-05,0.002508452
7,p71,0.025356244,0.836387776
7,p72,0.035572362,0.437909955
7,p44,0.032011459,0.794075652
7,p82,0.019613805,1
7,p70,0.12058563,0.846394669
7,p78,0.013417972,1
6,p90,0.001231719,0.001698485
6,p118,0.076572992,0.260225701
4,p130,3.83E-06,5.19E-05
6,p117,3.69E-07,2.14E-06
6,p93,0.025439641,0.10563855
6,p97,0.133863045,0.277275234
6,p89,0.165618901,0.308084417
10,p23,0.019730379,1
10,p20,0.047657189,1
10,p44,0.003089312,0.205924348
10,p22,0.01312797,1
10,p70,0.008144032,0.153605331
10,p45,0.025917318,0.609297543
10,p21,0.047415262,0.489308725
10,p39,0.038340384,1
10,p17,0.024962365,0.342452727
12,p62,0.034266367,0.575440887
12,p64,0.152826685,0.979116448
12,p47,0.030335993,0.254077375
12,p48,0.066342769,0.342089668
12,p57,0.008993026,0.278217495
12,p65,0.196689026,0.877555474
12,p58,0.014325464,0.064446143
12,p60,0.070582944,0.594462254
12,p61,0.066434833,0.23797301
12,p67,0.025106655,0.999291762
12,p66,0.074876257,0.999717119
12,p63,0.259219982,0.851084434
4,p76,0.047234067,0.597680115
4,p79,0.012162697,0.402547874
4,p134,8.15E-06,3.15E-05
4,p129,0.041677011,0.543729654
5,p106,0.004945776,1
14,p21,0.164454574,0.376827142
15,p12,0.047893068,0.065395336
15,p10,0.027346779,0.058872088
15,p28,0.542254448,0.962931719
15,p31,0.095329331,0.133144453
13,p59,0.00758635,0.999988585
14,p34,0.147670406,0.296116669
14,p24,0.020552505,0.073786225
14,p28,0.025760369,0.03705821
14,p33,0.192275479,0.458165721
14,p31,0.086028549,0.097337261
14,p29,0.03495779,0.353200902
14,p25,0.242939047,0.384431239
15,p30,0.073532589,0.999991832
